date,home_team,away_team,team,scorer,minute,own_goal,penalty
2020-11-14,Malta,Andorra,Malta,Shaun Dimech,90,FALSE,FALSE
2020-11-14,Portugal,France,France,N'Golo Kanté,54,FALSE,FALSE
2020-11-14,Sweden,Croatia,Sweden,Dejan Kulusevski,36,FALSE,FALSE
2020-11-14,Sweden,Croatia,Sweden,Marcus Danielson,45,FALSE,FALSE
2020-11-14,Sweden,Croatia,Croatia,Marcus Danielson,82,TRUE,FALSE
2020-11-14,Switzerland,Spain,Switzerland,Remo Freuler,26,FALSE,FALSE
2020-11-14,Switzerland,Spain,Spain,Gerard Moreno,89,FALSE,FALSE
2020-11-15,Albania,Kazakhstan,Albania,Sokol Çikalleshi,16,FALSE,FALSE
2020-11-15,Albania,Kazakhstan,Albania,Ardian Ismajli,23,FALSE,FALSE
2020-11-15,Albania,Kazakhstan,Kazakhstan,Aybol Abiken,25,FALSE,FALSE
2020-11-15,Albania,Kazakhstan,Albania,Rey Manaj,63,FALSE,TRUE
2020-11-15,Austria,Northern Ireland,Northern Ireland,Josh Magennis,75,FALSE,FALSE
2020-11-15,Austria,Northern Ireland,Austria,Louis Schaub,81,FALSE,FALSE
2020-11-15,Austria,Northern Ireland,Austria,Adrian Grbić,87,FALSE,FALSE
2020-11-15,Belarus,Lithuania,Belarus,Yevgeniy Yablonskiy,5,FALSE,FALSE
2020-11-15,Belarus,Lithuania,Belarus,Max Ebong,20,FALSE,FALSE
2020-11-15,Belgium,England,Belgium,Youri Tielemans,10,FALSE,FALSE
2020-11-15,Belgium,England,Belgium,Dries Mertens,24,FALSE,FALSE
2020-11-15,Bulgaria,Finland,Finland,Teemu Pukki,7,FALSE,FALSE
2020-11-15,Bulgaria,Finland,Finland,Robin Lod,45,FALSE,FALSE
2020-11-15,Bulgaria,Finland,Bulgaria,Dimitar Iliev,68,FALSE,TRUE
2020-11-15,Czech Republic,Israel,Czech Republic,Vladimír Darida,7,FALSE,FALSE
2020-11-15,Denmark,Iceland,Denmark,Christian Eriksen,12,FALSE,TRUE
2020-11-15,Denmark,Iceland,Iceland,Viðar Örn Kjartansson,85,FALSE,FALSE
2020-11-15,Denmark,Iceland,Denmark,Christian Eriksen,90,FALSE,TRUE
2020-11-15,Georgia,Armenia,Armenia,Gevorg Ghazaryan,33,FALSE,FALSE
2020-11-15,Georgia,Armenia,Georgia,Valeri Qazaishvili,65,FALSE,TRUE
2020-11-15,Georgia,Armenia,Armenia,Sargis Adamyan,86,FALSE,FALSE
2020-11-15,Hungary,Serbia,Serbia,Nemanja Radonjić,17,FALSE,FALSE
2020-11-15,Hungary,Serbia,Hungary,Zsolt Kalmár,39,FALSE,FALSE
2020-11-15,Italy,Poland,Italy,Jorginho,27,FALSE,TRUE
2020-11-15,Italy,Poland,Italy,Domenico Berardi,84,FALSE,FALSE
2020-11-15,Moldova,Greece,Greece,Kostas Fortounis,32,FALSE,FALSE
2020-11-15,Moldova,Greece,Greece,Tasos Bakasetas,41,FALSE,FALSE
2020-11-15,Netherlands,Bosnia and Herzegovina,Netherlands,Georginio Wijnaldum,6,FALSE,FALSE
2020-11-15,Netherlands,Bosnia and Herzegovina,Netherlands,Georginio Wijnaldum,14,FALSE,FALSE
2020-11-15,Netherlands,Bosnia and Herzegovina,Netherlands,Memphis Depay,55,FALSE,FALSE
2020-11-15,Netherlands,Bosnia and Herzegovina,Bosnia and Herzegovina,Smail Prevljak,63,FALSE,FALSE
2020-11-15,North Macedonia,Estonia,North Macedonia,Ivan Trichkovski,29,FALSE,FALSE
2020-11-15,North Macedonia,Estonia,Estonia,Rauno Sappinen,52,FALSE,FALSE
2020-11-15,North Macedonia,Estonia,North Macedonia,Vlatko Stojanovski,68,FALSE,FALSE
2020-11-15,Slovakia,Scotland,Slovakia,Ján Greguš,32,FALSE,FALSE
2020-11-15,Slovenia,Kosovo,Kosovo,Vedat Muriqi,58,FALSE,FALSE
2020-11-15,Slovenia,Kosovo,Slovenia,Jasmin Kurtić,63,FALSE,FALSE
2020-11-15,Slovenia,Kosovo,Slovenia,Josip Iličić,90,FALSE,TRUE
2020-11-15,Turkey,Russia,Russia,Denis Cheryshev,11,FALSE,FALSE
2020-11-15,Turkey,Russia,Turkey,Kenan Karaman,26,FALSE,FALSE
2020-11-15,Turkey,Russia,Turkey,Cengiz Ünder,32,FALSE,FALSE
2020-11-15,Turkey,Russia,Turkey,Cenk Tosun,52,FALSE,TRUE
2020-11-15,Turkey,Russia,Russia,Daler Kuzyayev,57,FALSE,FALSE
2020-11-15,Wales,Republic of Ireland,Wales,David Brooks,67,FALSE,FALSE
2020-11-17,Andorra,Latvia,Latvia,Antonijs Černomordijs,6,FALSE,FALSE
2020-11-17,Andorra,Latvia,Latvia,Jānis Ikaunieks,57,FALSE,FALSE
2020-11-17,Andorra,Latvia,Latvia,Jānis Ikaunieks,60,FALSE,FALSE
2020-11-17,Andorra,Latvia,Latvia,Vladislavs Gutkovskis,70,FALSE,TRUE
2020-11-17,Andorra,Latvia,Latvia,Raimonds Krollis,90,FALSE,TRUE
2020-11-17,Croatia,Portugal,Croatia,Mateo Kovačić,29,FALSE,FALSE
2020-11-17,Croatia,Portugal,Portugal,Rúben Dias,52,FALSE,FALSE
2020-11-17,Croatia,Portugal,Portugal,João Félix,60,FALSE,FALSE
2020-11-17,Croatia,Portugal,Croatia,Mateo Kovačić,65,FALSE,FALSE
2020-11-17,Croatia,Portugal,Portugal,Rúben Dias,90,FALSE,FALSE
2020-11-17,Ecuador,Colombia,Ecuador,Robert Arboleda,7,FALSE,FALSE
2020-11-17,Ecuador,Colombia,Ecuador,Ángel Mena,9,FALSE,FALSE
2020-11-17,Ecuador,Colombia,Ecuador,Michael Estrada,32,FALSE,FALSE
2020-11-17,Ecuador,Colombia,Ecuador,Xavier Arreaga,39,FALSE,FALSE
2020-11-17,Ecuador,Colombia,Colombia,James Rodríguez,45,FALSE,TRUE
2020-11-17,Ecuador,Colombia,Ecuador,Gonzalo Plata,78,FALSE,FALSE
2020-11-17,Ecuador,Colombia,Ecuador,Pervis Estupiñán,90,FALSE,FALSE
2020-11-17,France,Sweden,Sweden,Viktor Claesson,4,FALSE,FALSE
2020-11-17,France,Sweden,France,Olivier Giroud,16,FALSE,FALSE
2020-11-17,France,Sweden,France,Benjamin Pavard,36,FALSE,FALSE
2020-11-17,France,Sweden,France,Olivier Giroud,59,FALSE,FALSE
2020-11-17,France,Sweden,Sweden,Robin Quaison,88,FALSE,FALSE
2020-11-17,France,Sweden,France,Kingsley Coman,90,FALSE,FALSE
2020-11-17,Gibraltar,Liechtenstein,Gibraltar,Noah Frommelt,17,TRUE,FALSE
2020-11-17,Gibraltar,Liechtenstein,Liechtenstein,Noah Frick,44,FALSE,FALSE
2020-11-17,Malta,Faroe Islands,Malta,Matthew Guillaumier,54,FALSE,FALSE
2020-11-17,Malta,Faroe Islands,Faroe Islands,Ári Jónsson,70,FALSE,FALSE
2020-11-17,Montenegro,Cyprus,Montenegro,Stevan Jovetić,14,FALSE,FALSE
2020-11-17,Montenegro,Cyprus,Montenegro,Aleksandar Boljević,25,FALSE,FALSE
2020-11-17,Montenegro,Cyprus,Montenegro,Aleksandar Boljević,28,FALSE,FALSE
2020-11-17,Montenegro,Cyprus,Montenegro,Stefan Mugoša,60,FALSE,FALSE
2020-11-17,Paraguay,Bolivia,Paraguay,Ángel Romero,19,FALSE,TRUE
2020-11-17,Paraguay,Bolivia,Bolivia,Marcelo Martins Moreno,41,FALSE,FALSE
2020-11-17,Paraguay,Bolivia,Bolivia,Boris Céspedes,45,FALSE,FALSE
2020-11-17,Paraguay,Bolivia,Paraguay,Alejandro Romero Gamarra,72,FALSE,FALSE
2020-11-17,Peru,Argentina,Argentina,Nicolás González,17,FALSE,FALSE
2020-11-17,Peru,Argentina,Argentina,Lautaro Martínez,28,FALSE,FALSE
2020-11-17,Spain,Germany,Spain,Álvaro Morata,17,FALSE,FALSE
2020-11-17,Spain,Germany,Spain,Ferran Torres,33,FALSE,FALSE
2020-11-17,Spain,Germany,Spain,Rodri,38,FALSE,FALSE
2020-11-17,Spain,Germany,Spain,Ferran Torres,55,FALSE,FALSE
2020-11-17,Spain,Germany,Spain,Ferran Torres,71,FALSE,FALSE
2020-11-17,Spain,Germany,Spain,Mikel Oyarzabal,89,FALSE,FALSE
2020-11-17,Uruguay,Brazil,Brazil,Arthur Melo,33,FALSE,FALSE
2020-11-17,Uruguay,Brazil,Brazil,Richarlison,45,FALSE,FALSE
2020-11-17,Venezuela,Chile,Venezuela,Luis Mago,9,FALSE,FALSE
2020-11-17,Venezuela,Chile,Chile,Arturo Vidal,15,FALSE,FALSE
2020-11-17,Venezuela,Chile,Venezuela,Salomón Rondón,81,FALSE,FALSE
2020-11-18,Albania,Belarus,Albania,Sokol Çikalleshi,20,FALSE,FALSE
2020-11-18,Albania,Belarus,Albania,Sokol Çikalleshi,27,FALSE,TRUE
2020-11-18,Albania,Belarus,Belarus,Maksim Skavysh,35,FALSE,FALSE
2020-11-18,Albania,Belarus,Albania,Rey Manaj,44,FALSE,FALSE
2020-11-18,Albania,Belarus,Belarus,Max Ebong,80,FALSE,FALSE
2020-11-18,Armenia,North Macedonia,Armenia,Hovhannes Hambardzumyan,55,FALSE,FALSE
2020-11-18,Austria,Norway,Norway,Ghayas Zahid,61,FALSE,FALSE
2020-11-18,Austria,Norway,Austria,Adrian Grbić,90,FALSE,FALSE
2020-11-18,Belgium,Denmark,Belgium,Youri Tielemans,3,FALSE,FALSE
2020-11-18,Belgium,Denmark,Denmark,Jonas Wind,17,FALSE,FALSE
2020-11-18,Belgium,Denmark,Belgium,Romelu Lukaku,56,FALSE,FALSE
2020-11-18,Belgium,Denmark,Belgium,Romelu Lukaku,69,FALSE,FALSE
2020-11-18,Belgium,Denmark,Denmark,Nacer Chadli,86,TRUE,FALSE
2020-11-18,Belgium,Denmark,Belgium,Kevin De Bruyne,87,FALSE,FALSE
2020-11-18,Bosnia and Herzegovina,Italy,Italy,Andrea Belotti,22,FALSE,FALSE
2020-11-18,Bosnia and Herzegovina,Italy,Italy,Domenico Berardi,68,FALSE,FALSE
2020-11-18,Czech Republic,Slovakia,Czech Republic,Tomáš Souček,17,FALSE,FALSE
2020-11-18,Czech Republic,Slovakia,Czech Republic,Zdeněk Ondrášek,55,FALSE,FALSE
2020-11-18,England,Iceland,England,Declan Rice,20,FALSE,FALSE
2020-11-18,England,Iceland,England,Mason Mount,24,FALSE,FALSE
2020-11-18,England,Iceland,England,Phil Foden,80,FALSE,FALSE
2020-11-18,England,Iceland,England,Phil Foden,84,FALSE,FALSE
2020-11-18,Hungary,Turkey,Hungary,Dávid Sigér,57,FALSE,FALSE
2020-11-18,Hungary,Turkey,Hungary,Kevin Varga,90,FALSE,FALSE
2020-11-18,Israel,Scotland,Israel,Manor Solomon,44,FALSE,FALSE
2020-11-18,Kazakhstan,Lithuania,Kazakhstan,Abat Aymbetov,38,FALSE,FALSE
2020-11-18,Kazakhstan,Lithuania,Lithuania,Modestas Vorobjovas,40,FALSE,FALSE
2020-11-18,Kazakhstan,Lithuania,Lithuania,Arvydas Novikovas,90,FALSE,FALSE
2020-11-18,Kosovo,Moldova,Kosovo,Lirim Kastrati,31,FALSE,FALSE
2020-11-18,Northern Ireland,Romania,Northern Ireland,Liam Boyce,56,FALSE,FALSE
2020-11-18,Northern Ireland,Romania,Romania,Eric Bicfalvi,81,FALSE,FALSE
2020-11-18,Poland,Netherlands,Poland,Kamil Jóźwiak,6,FALSE,FALSE
2020-11-18,Poland,Netherlands,Netherlands,Memphis Depay,77,FALSE,TRUE
2020-11-18,Poland,Netherlands,Netherlands,Georginio Wijnaldum,84,FALSE,FALSE
2020-11-18,Serbia,Russia,Serbia,Nemanja Radonjić,10,FALSE,FALSE
2020-11-18,Serbia,Russia,Serbia,Luka Jović,25,FALSE,FALSE
2020-11-18,Serbia,Russia,Serbia,Dušan Vlahović,41,FALSE,FALSE
2020-11-18,Serbia,Russia,Serbia,Luka Jović,45,FALSE,FALSE
2020-11-18,Serbia,Russia,Serbia,Filip Mladenović,64,FALSE,FALSE
2020-11-18,Wales,Finland,Wales,Harry Wilson,29,FALSE,FALSE
2020-11-18,Wales,Finland,Wales,Daniel James,46,FALSE,FALSE
2020-11-18,Wales,Finland,Finland,Teemu Pukki,63,FALSE,FALSE
2020-11-18,Wales,Finland,Wales,Kieffer Moore,84,FALSE,FALSE
2020-12-04,Qatar,Bangladesh,Qatar,Abdulaziz Hatem,9,FALSE,FALSE
2020-12-04,Qatar,Bangladesh,Qatar,Akram Afif,33,FALSE,FALSE
2020-12-04,Qatar,Bangladesh,Qatar,Almoez Ali,72,FALSE,TRUE
2020-12-04,Qatar,Bangladesh,Qatar,Almoez Ali,78,FALSE,FALSE
2020-12-04,Qatar,Bangladesh,Qatar,Akram Afif,90,FALSE,FALSE
2021-03-24,Antigua and Barbuda,Montserrat,Montserrat,Lyle Taylor,7,FALSE,TRUE
2021-03-24,Antigua and Barbuda,Montserrat,Antigua and Barbuda,Eugene Kirwan,23,FALSE,FALSE
2021-03-24,Antigua and Barbuda,Montserrat,Montserrat,Lyle Taylor,26,FALSE,FALSE
2021-03-24,Antigua and Barbuda,Montserrat,Antigua and Barbuda,D'Andre Bishop,45,FALSE,FALSE
2021-03-24,Belgium,Wales,Wales,Harry Wilson,11,FALSE,FALSE
2021-03-24,Belgium,Wales,Belgium,Kevin De Bruyne,22,FALSE,FALSE
2021-03-24,Belgium,Wales,Belgium,Thorgan Hazard,28,FALSE,FALSE
2021-03-24,Belgium,Wales,Belgium,Romelu Lukaku,73,FALSE,TRUE
2021-03-24,Dominican Republic,Dominica,Dominican Republic,Fran Núñez,52,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Estonia,Rauno Sappinen,12,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Czech Republic,Patrik Schick,18,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Czech Republic,Antonín Barák,27,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Czech Republic,Tomáš Souček,32,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Czech Republic,Tomáš Souček,43,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Czech Republic,Tomáš Souček,48,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Czech Republic,Jakub Jankto,56,FALSE,FALSE
2021-03-24,Estonia,Czech Republic,Estonia,Henri Anier,86,FALSE,FALSE
2021-03-24,Finland,Bosnia and Herzegovina,Bosnia and Herzegovina,Miralem Pjanić,55,FALSE,FALSE
2021-03-24,Finland,Bosnia and Herzegovina,Finland,Teemu Pukki,58,FALSE,FALSE
2021-03-24,Finland,Bosnia and Herzegovina,Finland,Teemu Pukki,77,FALSE,FALSE
2021-03-24,Finland,Bosnia and Herzegovina,Bosnia and Herzegovina,Miroslav Stevanović,84,FALSE,FALSE
2021-03-24,France,Ukraine,France,Antoine Griezmann,19,FALSE,FALSE
2021-03-24,France,Ukraine,Ukraine,Serhiy Sydorchuk,57,FALSE,FALSE
2021-03-24,Gibraltar,Norway,Norway,Alexander Sørloth,43,FALSE,FALSE
2021-03-24,Gibraltar,Norway,Norway,Kristian Thorstvedt,45,FALSE,FALSE
2021-03-24,Gibraltar,Norway,Norway,Jonas Svensson,57,FALSE,FALSE
2021-03-24,Guatemala,Cuba,Guatemala,Luis Martínez,59,FALSE,FALSE
2021-03-24,Latvia,Montenegro,Latvia,Jānis Ikaunieks,40,FALSE,FALSE
2021-03-24,Latvia,Montenegro,Montenegro,Stevan Jovetić,41,FALSE,FALSE
2021-03-24,Latvia,Montenegro,Montenegro,Stevan Jovetić,83,FALSE,FALSE
2021-03-24,Malta,Russia,Russia,Artem Dzyuba,23,FALSE,FALSE
2021-03-24,Malta,Russia,Russia,Mário Fernandes,35,FALSE,FALSE
2021-03-24,Malta,Russia,Malta,Joseph Mbong,56,FALSE,FALSE
2021-03-24,Malta,Russia,Russia,Aleksandr Sobolev,90,FALSE,FALSE
2021-03-24,Portugal,Azerbaijan,Portugal,Maksim Medvedev,36,TRUE,FALSE
2021-03-24,Saint Kitts and Nevis,Puerto Rico,Saint Kitts and Nevis,Vinceroy Nelson,42,FALSE,FALSE
2021-03-24,Serbia,Republic of Ireland,Republic of Ireland,Alan Browne,18,FALSE,FALSE
2021-03-24,Serbia,Republic of Ireland,Serbia,Dušan Vlahović,40,FALSE,FALSE
2021-03-24,Serbia,Republic of Ireland,Serbia,Aleksandar Mitrović,69,FALSE,FALSE
2021-03-24,Serbia,Republic of Ireland,Serbia,Aleksandar Mitrović,75,FALSE,FALSE
2021-03-24,Serbia,Republic of Ireland,Republic of Ireland,James Collins,86,FALSE,FALSE
2021-03-24,Slovenia,Croatia,Slovenia,Sandi Lovrić,15,FALSE,FALSE
2021-03-24,Suriname,Cayman Islands,Suriname,Shaquille Pinas,22,FALSE,FALSE
2021-03-24,Suriname,Cayman Islands,Suriname,Ryan Donk,38,FALSE,TRUE
2021-03-24,Suriname,Cayman Islands,Suriname,Gleofilo Vlijter,76,FALSE,FALSE
2021-03-24,Turkey,Netherlands,Turkey,Burak Yılmaz,15,FALSE,FALSE
2021-03-24,Turkey,Netherlands,Turkey,Burak Yılmaz,34,FALSE,TRUE
2021-03-24,Turkey,Netherlands,Turkey,Hakan Çalhanoğlu,46,FALSE,FALSE
2021-03-24,Turkey,Netherlands,Netherlands,Davy Klaassen,75,FALSE,FALSE
2021-03-24,Turkey,Netherlands,Netherlands,Luuk de Jong,76,FALSE,FALSE
2021-03-24,Turkey,Netherlands,Turkey,Burak Yılmaz,81,FALSE,FALSE
2021-03-25,Andorra,Albania,Albania,Ermir Lenjani,41,FALSE,FALSE
2021-03-25,Bulgaria,Switzerland,Switzerland,Breel Embolo,7,FALSE,FALSE
2021-03-25,Bulgaria,Switzerland,Switzerland,Haris Seferovic,10,FALSE,FALSE
2021-03-25,Bulgaria,Switzerland,Switzerland,Steven Zuber,13,FALSE,FALSE
2021-03-25,Bulgaria,Switzerland,Bulgaria,Kiril Despodov,46,FALSE,FALSE
2021-03-25,Canada,Bermuda,Canada,Cyle Larin,19,FALSE,FALSE
2021-03-25,Canada,Bermuda,Canada,Cyle Larin,27,FALSE,FALSE
2021-03-25,Canada,Bermuda,Canada,Richie Laryea,53,FALSE,FALSE
2021-03-25,Canada,Bermuda,Bermuda,Kane Crichlow,63,FALSE,FALSE
2021-03-25,Canada,Bermuda,Canada,Cyle Larin,69,FALSE,FALSE
2021-03-25,Canada,Bermuda,Canada,Theo Corbeanu,81,FALSE,FALSE
2021-03-25,Curaçao,Saint Vincent and the Grenadines,Curaçao,Juninho Bacuna,1,FALSE,FALSE
2021-03-25,Curaçao,Saint Vincent and the Grenadines,Curaçao,Anthony van den Hurk,17,FALSE,FALSE
2021-03-25,Curaçao,Saint Vincent and the Grenadines,Curaçao,Juninho Bacuna,35,FALSE,FALSE
2021-03-25,Curaçao,Saint Vincent and the Grenadines,Curaçao,Jarchinio Antonia,45,FALSE,FALSE
2021-03-25,Curaçao,Saint Vincent and the Grenadines,Curaçao,Elson Hooi,87,FALSE,FALSE
2021-03-25,El Salvador,Grenada,El Salvador,Gerson Mayen,23,FALSE,FALSE
2021-03-25,El Salvador,Grenada,El Salvador,David Rugamas,46,FALSE,FALSE
2021-03-25,England,San Marino,England,James Ward-Prowse,14,FALSE,FALSE
2021-03-25,England,San Marino,England,Dominic Calvert-Lewin,21,FALSE,FALSE
2021-03-25,England,San Marino,England,Raheem Sterling,31,FALSE,FALSE
2021-03-25,England,San Marino,England,Dominic Calvert-Lewin,53,FALSE,FALSE
2021-03-25,England,San Marino,England,Ollie Watkins,83,FALSE,FALSE
2021-03-25,Germany,Iceland,Germany,Leon Goretzka,3,FALSE,FALSE
2021-03-25,Germany,Iceland,Germany,Kai Havertz,7,FALSE,FALSE
2021-03-25,Germany,Iceland,Germany,İlkay Gündoğan,56,FALSE,FALSE
2021-03-25,Haiti,Belize,Haiti,Ricardo Adé,50,FALSE,FALSE
2021-03-25,Haiti,Belize,Haiti,Steven Séance,81,FALSE,FALSE
2021-03-25,Hungary,Poland,Hungary,Roland Sallai,6,FALSE,FALSE
2021-03-25,Hungary,Poland,Hungary,Ádám Szalai,53,FALSE,FALSE
2021-03-25,Hungary,Poland,Poland,Krzysztof Piątek,60,FALSE,FALSE
2021-03-25,Hungary,Poland,Poland,Kamil Jóźwiak,61,FALSE,FALSE
2021-03-25,Hungary,Poland,Hungary,Willi Orbán,78,FALSE,FALSE
2021-03-25,Hungary,Poland,Poland,Robert Lewandowski,83,FALSE,FALSE
2021-03-25,Israel,Denmark,Denmark,Martin Braithwaite,13,FALSE,FALSE
2021-03-25,Israel,Denmark,Denmark,Jonas Wind,67,FALSE,FALSE
2021-03-25,Italy,Northern Ireland,Italy,Domenico Berardi,14,FALSE,FALSE
2021-03-25,Italy,Northern Ireland,Italy,Ciro Immobile,39,FALSE,FALSE
2021-03-25,Liechtenstein,Armenia,Armenia,Noah Frommelt,83,TRUE,FALSE
2021-03-25,Moldova,Faroe Islands,Moldova,Ion Nicolaescu,9,FALSE,FALSE
2021-03-25,Moldova,Faroe Islands,Faroe Islands,Meinhard Olsen,83,FALSE,FALSE
2021-03-25,Panama,Barbados,Panama,Jair Catuy,82,FALSE,FALSE
2021-03-25,Romania,North Macedonia,Romania,Florin Tănase,28,FALSE,FALSE
2021-03-25,Romania,North Macedonia,Romania,Valentin Mihăilă,50,FALSE,FALSE
2021-03-25,Romania,North Macedonia,North Macedonia,Arijan Ademi,82,FALSE,FALSE
2021-03-25,Romania,North Macedonia,North Macedonia,Aleksandar Trajkovski,83,FALSE,FALSE
2021-03-25,Romania,North Macedonia,Romania,Ianis Hagi,86,FALSE,FALSE
2021-03-25,Scotland,Austria,Austria,Saša Kalajdžić,55,FALSE,FALSE
2021-03-25,Scotland,Austria,Scotland,Grant Hanley,71,FALSE,FALSE
2021-03-25,Scotland,Austria,Austria,Saša Kalajdžić,80,FALSE,FALSE
2021-03-25,Scotland,Austria,Scotland,John McGinn,85,FALSE,FALSE
2021-03-25,Spain,Greece,Spain,Álvaro Morata,33,FALSE,FALSE
2021-03-25,Spain,Greece,Greece,Tasos Bakasetas,57,FALSE,TRUE
2021-03-25,Sweden,Georgia,Sweden,Viktor Claesson,35,FALSE,FALSE
2021-03-25,Tajikistan,Mongolia,Tajikistan,Manuchekhr Dzhalilov,4,FALSE,FALSE
2021-03-25,Tajikistan,Mongolia,Tajikistan,Alisher Dzhalilov,50,FALSE,FALSE
2021-03-25,Tajikistan,Mongolia,Tajikistan,Shahrom Samiev,87,FALSE,FALSE
2021-03-25,Trinidad and Tobago,Guyana,Trinidad and Tobago,Levi García,7,FALSE,FALSE
2021-03-25,Trinidad and Tobago,Guyana,Trinidad and Tobago,Sheldon Bateau,15,FALSE,FALSE
2021-03-25,Trinidad and Tobago,Guyana,Trinidad and Tobago,Ryan Telfer,44,FALSE,FALSE
2021-03-27,Anguilla,Dominican Republic,Dominican Republic,Dorny Romero,22,FALSE,TRUE
2021-03-27,Anguilla,Dominican Republic,Dominican Republic,Nowend Lorenzo,25,FALSE,FALSE
2021-03-27,Anguilla,Dominican Republic,Dominican Republic,Dorny Romero,27,FALSE,FALSE
2021-03-27,Anguilla,Dominican Republic,Dominican Republic,Nowend Lorenzo,46,FALSE,FALSE
2021-03-27,Anguilla,Dominican Republic,Dominican Republic,Domingo Peralta,66,FALSE,FALSE
2021-03-27,Anguilla,Dominican Republic,Dominican Republic,Luis Espinal,75,FALSE,FALSE
2021-03-27,Aruba,Suriname,Suriname,Nigel Hasselbaink,19,FALSE,FALSE
2021-03-27,Aruba,Suriname,Suriname,Francois Croes,27,TRUE,FALSE
2021-03-27,Aruba,Suriname,Suriname,Nigel Hasselbaink,37,FALSE,FALSE
2021-03-27,Aruba,Suriname,Suriname,Nigel Hasselbaink,55,FALSE,FALSE
2021-03-27,Aruba,Suriname,Suriname,Florian Jozefzoon,70,FALSE,FALSE
2021-03-27,Aruba,Suriname,Suriname,Roland Alberg,74,FALSE,FALSE
2021-03-27,Bahamas,Saint Kitts and Nevis,Saint Kitts and Nevis,Keithroy Freeman,25,FALSE,FALSE
2021-03-27,Bahamas,Saint Kitts and Nevis,Saint Kitts and Nevis,Rowan Liburd,53,FALSE,TRUE
2021-03-27,Bahamas,Saint Kitts and Nevis,Saint Kitts and Nevis,Keithroy Freeman,65,FALSE,FALSE
2021-03-27,Bahamas,Saint Kitts and Nevis,Saint Kitts and Nevis,Omari Sterling-James,82,FALSE,FALSE
2021-03-27,Belarus,Estonia,Estonia,Henri Anier,31,FALSE,FALSE
2021-03-27,Belarus,Estonia,Belarus,Vitaly Lisakovich,45,FALSE,TRUE
2021-03-27,Belarus,Estonia,Estonia,Henri Anier,55,FALSE,FALSE
2021-03-27,Belarus,Estonia,Belarus,Yury Kendysh,64,FALSE,FALSE
2021-03-27,Belarus,Estonia,Belarus,Pavel Savitsky,81,FALSE,FALSE
2021-03-27,Belarus,Estonia,Belarus,Vitaly Lisakovich,83,FALSE,FALSE
2021-03-27,British Virgin Islands,Guatemala,Guatemala,Darwin Lom,21,FALSE,FALSE
2021-03-27,British Virgin Islands,Guatemala,Guatemala,Moisés Hernández,44,FALSE,FALSE
2021-03-27,British Virgin Islands,Guatemala,Guatemala,Robin Betancourth,81,FALSE,FALSE
2021-03-27,Croatia,Cyprus,Croatia,Mario Pašalić,40,FALSE,FALSE
2021-03-27,Czech Republic,Belgium,Czech Republic,Lukáš Provod,50,FALSE,FALSE
2021-03-27,Czech Republic,Belgium,Belgium,Romelu Lukaku,60,FALSE,FALSE
2021-03-27,Montenegro,Gibraltar,Montenegro,Fatos Bećiraj,25,FALSE,FALSE
2021-03-27,Montenegro,Gibraltar,Gibraltar,Reece Styche,30,FALSE,TRUE
2021-03-27,Montenegro,Gibraltar,Montenegro,Marko Simić,43,FALSE,FALSE
2021-03-27,Montenegro,Gibraltar,Montenegro,Žarko Tomašević,53,FALSE,FALSE
2021-03-27,Montenegro,Gibraltar,Montenegro,Stevan Jovetić,80,FALSE,FALSE
2021-03-27,Netherlands,Latvia,Netherlands,Steven Berghuis,32,FALSE,FALSE
2021-03-27,Netherlands,Latvia,Netherlands,Luuk de Jong,69,FALSE,FALSE
2021-03-27,Norway,Turkey,Turkey,Ozan Tufan,4,FALSE,FALSE
2021-03-27,Norway,Turkey,Turkey,Çağlar Söyüncü,28,FALSE,FALSE
2021-03-27,Norway,Turkey,Turkey,Ozan Tufan,59,FALSE,FALSE
2021-03-27,Republic of Ireland,Luxembourg,Luxembourg,Gerson Rodrigues,85,FALSE,FALSE
2021-03-27,Russia,Slovenia,Russia,Artem Dzyuba,26,FALSE,FALSE
2021-03-27,Russia,Slovenia,Russia,Artem Dzyuba,35,FALSE,FALSE
2021-03-27,Russia,Slovenia,Slovenia,Josip Iličić,36,FALSE,FALSE
2021-03-27,Serbia,Portugal,Portugal,Diogo Jota,11,FALSE,FALSE
2021-03-27,Serbia,Portugal,Portugal,Diogo Jota,36,FALSE,FALSE
2021-03-27,Serbia,Portugal,Serbia,Aleksandar Mitrović,46,FALSE,FALSE
2021-03-27,Serbia,Portugal,Serbia,Filip Kostić,60,FALSE,FALSE
2021-03-27,Slovakia,Malta,Malta,Luke Gambin,16,FALSE,FALSE
2021-03-27,Slovakia,Malta,Malta,Alexander Satariano,20,FALSE,FALSE
2021-03-27,Slovakia,Malta,Slovakia,David Strelec,49,FALSE,FALSE
2021-03-27,Slovakia,Malta,Slovakia,Milan Škriniar,53,FALSE,FALSE
2021-03-27,Turks and Caicos Islands,Nicaragua,Nicaragua,Juan Barrera,3,FALSE,FALSE
